1581,F,18,4,10003,74,2790,15,1,4
1582,M,18,0,10705,37,49,74,6,0
1583,M,35,6,94115,54,92,55,3,5
1584,M,25,19,45701,58,2610,79,5,7
1585,M,56,20,92315,97,3281,58,9,6
1586,M,45,7,77351,100,1155,19,8,6
1587,F,25,3,30308,100,1402,42,7,2
1588,M,25,11,22043,24,1015,35,7,6
1589,M,25,0,95136,79,3920,0,4,8
1590,M,35,1,95003,8,3104,17,1,5
1591,M,50,7,26501,49,171,6,1,8
1592,M,35,7,50111,25,948,23,3,2
1593,M,25,16,78411,63,232,96,2,5
1594,F,35,20,10013,11,1766,70,0,9
1595,M,35,1,92683-1892,93,1711,99,3,2
1596,F,18,5,48108,0,1223,9,0,2
1597,M,25,12,10002,84,2860,0,0,5
1598,M,35,13,76548,58,3062,11,9,2
1599,M,25,0,92646,97,3804,61,1,2
1600,M,35,7,08234,69,955,33,0,1
1601,M,25,12,83001,18,1329,87,0,4
1602,F,25,7,10562,44,1512,5,2,8
1603,F,25,0,13326,43,2645,34,1,8
1604,M,25,11,50111,55,170,52,7,0
1605,F,18,0,28270,6,1823,13,5,6
1606,F,35,3,55405,87,3713,6,0,5
1607,M,45,1,02135,93,567,97,5,5
1608,M,25,11,75230,40,3020,3,5,7
1609,F,35,9,06830,23,3321,86,5,8
1610,M,25,11,55555,26,388,66,1,5
1611,M,25,0,03867,58,2629,30,3,6
1612,M,25,17,11354,33,22,8,6,7
1613,M,18,20,61801,23,1114,36,6,2
1614,M,35,0,90027,78,155,2,8,1
1615,F,45,7,10022,48,3537,88,4,4
1616,M,25,0,16101,49,889,67,2,8
1617,M,25,12,44060,28,3438,52,3,5
1618,M,50,0,44139,28,3493,10,9,9
1619,M,50,3,48843,65,1130,21,9,9
1620,M,25,20,48009,92,1188,89,1,8
1621,M,25,4,11423,30,1640,74,1,8
1622,M,18,4,53715,31,595,14,3,9
1623,M,50,15,07746,61,1772,71,5,1
1624,M,25,0,06810,25,930,9,4,6
1625,M,45,0,04330,73,1450,11,4,4
1626,M,18,4,10010,27,1818,78,3,9
1627,M,18,17,91505,0,2579,93,7,5
1628,M,18,20,90028,84,2178,95,2,4
1629,M,18,4,10003,39,701,2,0,6
1630,M,45,17,91355,96,3822,35,6,9
1631,F,50,0,94514,31,1300,93,1,4
1632,M,25,16,94120,12,3751,38,1,3
1633,F,45,7,99701,23,3320,96,5,9
1634,F,56,0,38340,36,2286,19,1,1
1635,M,25,0,97212,14,2847,69,0,6
1636,F,25,19,60612,37,1219,22,9,9
1637,M,56,0,90049,53,1177,49,4,2
1638,F,18,17,95405,34,2636,51,0,1
1639,M,25,17,95405,37,2559,63,9,6
1640,M,35,17,95610,96,708,95,2,9
1641,M,25,0,95819,47,1426,38,8,1
1642,M,50,13,62002,12,3508,64,9,2
1643,M,45,2,90813,97,2042,46,3,0
1644,M,18,12,90210,8,3759,28,7,1
1645,F,18,9,62225,31,519,83,4,0
1646,M,25,20,90046,44,2072,57,5,0
1647,M,18,18,98118,35,2830,11,7,1
1648,M,50,14,85202,45,3449,28,6,2
1649,M,18,19,98034,82,2370,32,8,0
1650,M,25,19,94607,32,2839,90,1,1
1651,M,25,12,94520,66,1128,69,7,1
1652,M,25,16,98208,91,1561,71,2,8
1653,M,18,0,94044,63,2294,29,2,9
1654,F,45,0,94114,53,1113,92,9,1
1655,M,18,4,94507,86,3318,6,3,1
1656,M,25,17,94122,72,2484,0,5,4
1657,F,45,0,10022,44,2660,46,2,4
1658,F,35,6,94214,48,3603,79,9,9
1659,F,18,9,99703,28,2626,40,4,3
1660,F,25,2,94577,41,2771,88,6,0
1661,M,35,7,80526,7,3452,52,1,6
1662,M,25,12,94121,99,1003,69,0,8
1663,M,18,4,77845,10,2342,99,5,8
1664,F,18,4,76707,10,3304,63,2,9
1665,M,45,17,87505,61,291,61,0,7
1666,M,25,14,15241,67,154,20,4,4
1667,M,50,16,98516,81,129,81,3,5
1668,M,35,2,95602,62,3332,73,6,9
1669,F,25,17,75006,20,2487,41,0,8
1670,F,56,13,95320,76,784,97,2,1
1671,M,35,0,98368,38,3113,28,7,6
1672,M,25,17,93933,20,122,58,6,3
1673,M,1,10,98043-3621,86,2406,4,8,3
1674,M,35,2,95816,66,23,95,9,9
1675,F,25,6,97116,79,1535,70,4,3
1676,M,18,4,91301,76,3936,22,1,8
1677,M,18,14,97123,14,1076,76,6,2
1678,F,18,17,97070,95,1175,20,1,1
1679,M,25,12,98052,72,3653,62,6,8
1680,M,25,20,95380,98,3271,37,9,0
1681,M,18,4,78705,78,3815,49,4,7
1682,M,25,2,98102,34,1759,13,4,1
1683,F,25,7,98109,24,3082,69,7,8
1684,M,18,3,85226,37,2383,13,9,9
1685,M,35,12,95833,7,3318,33,5,1
1686,M,35,12,94062,83,145,52,3,0
1687,M,25,3,85013,83,3243,48,5,8
1688,F,18,4,34243,9,2051,41,2,6
1689,M,35,5,98465,98,1112,8,0,9
1690,M,35,16,98029,18,3436,89,3,5
1691,F,25,17,85301,95,788,5,9,0
1692,M,35,20,97333,77,625,42,6,3
1693,M,25,12,98684,28,2096,64,0,1
1694,M,25,12,98116,16,259,44,9,2
1695,M,25,1,97206,87,184,84,8,1
1696,M,35,7,95765,3,1833,77,2,7
1697,F,18,4,98052,38,26,75,9,5
1698,M,35,2,97214,89,1491,59,9,8
1699,F,25,19,98102,0,1049,37,9,8
1700,M,25,20,98119,34,523,60,6,1
1701,F,25,4,97233,52,52,23,5,2
1702,M,18,10,97303,32,3700,87,9,9
1703,M,18,15,77047,57,1438,31,7,7
1704,M,25,4,98926,10,1886,44,8,7
1705,F,18,4,85033,22,3320,12,7,7
1706,M,25,20,19134,55,2735,91,6,2
1707,M,50,1,95070,40,2688,40,3,3
1708,M,25,0,64106,93,2014,11,0,9
1709,M,25,0,73147,92,2678,25,9,4
1710,M,18,0,94530,69,2554,28,7,5
1711,F,18,4,30134,0,242,27,1,2
1712,M,25,0,73003,4,1435,59,5,3
1713,M,25,0,47421,76,1785,0,1,6
1714,M,25,17,43212,90,3375,40,0,8
1715,M,25,16,53406,77,3706,23,3,6
1716,M,25,0,43229,66,3789,74,9,9
1717,F,50,6,30307,91,651,16,9,4
1718,M,18,4,43235,8,1240,0,0,7
1719,M,18,16,60523,46,3929,87,2,7
1720,M,18,4,94720,89,1246,93,0,7
1721,M,18,19,70043,48,1552,75,5,0
1722,M,35,0,72058,33,270,82,1,4
1723,M,35,17,60103,0,2303,3,2,5
1724,M,18,4,00961,8,3069,80,2,9
1725,M,18,19,67218,60,3352,31,3,3
1726,M,25,2,60160,93,378,36,8,4
1727,M,35,16,50317,20,2951,16,6,2
1728,M,18,4,11710-1641,51,195,86,3,6
1729,M,25,7,53715,31,2285,60,3,8
1730,F,18,4,60137,86,2787,96,5,6
1731,F,18,0,91601,30,2282,65,5,0
1732,M,18,4,13655,27,1325,91,0,8
1733,M,18,14,43725,86,416,24,2,0
1734,M,45,17,94602,48,3292,9,6,1
1735,M,18,20,30605,24,405,96,6,4
1736,M,56,8,00606,95,1465,95,0,8
1737,M,35,20,46614,81,260,29,4,2
1738,M,35,16,30034,49,3514,52,0,1
1739,M,56,16,77079,20,801,2,9,1
1740,M,56,1,96153,76,2513,55,0,2
1741,M,35,7,91107,17,2835,71,4,1
1742,M,25,15,08109,35,2029,47,2,8
1743,M,35,17,77566,58,2667,19,1,9
1744,M,35,12,50325,52,1771,22,0,1
1745,M,45,0,94114,23,1240,87,9,1
1746,M,25,4,33157,42,1438,20,4,4
1747,M,25,0,90638,83,1619,84,1,8
1748,M,50,1,04240,25,1951,86,4,4
1749,M,25,2,10040,69,2754,71,6,0
1750,M,50,5,10128,42,663,2,0,7
1751,M,35,20,77024,27,396,58,6,7
1752,M,25,3,96813,53,3635,34,8,9
1753,M,35,6,90803,81,3897,42,1,0
1754,M,18,19,27028,42,1931,56,5,4
1755,F,18,4,77005,63,387,67,0,0
1756,F,25,1,75149,33,2395,94,4,1
1757,M,25,4,75206,64,3313,33,2,5
1758,F,25,0,33067-1400,89,2404,76,4,1
1759,M,25,16,22112,27,3222,58,8,3
1760,F,25,3,90016,55,1163,73,9,9
1761,M,35,0,72058,95,3160,38,4,4
1762,M,25,14,75230,14,3532,2,9,6
1763,M,35,7,76248,68,1906,33,2,0
1764,M,18,0,75149,72,2687,54,5,2
1765,M,18,4,13655,39,2695,14,7,2
1766,F,45,0,94566,55,2434,13,1,6
1767,M,25,20,75205,58,1690,9,6,1
1768,M,45,16,75067,68,3478,79,4,6
1769,M,25,17,75240,53,3860,18,4,0
1770,M,35,16,79605,96,2145,0,0,9
1771,M,25,17,75044,75,3586,58,4,0
1772,M,56,2,90680,14,1738,1,5,6
1773,M,18,4,07030,20,2521,53,6,0
1774,M,25,17,99003,30,755,57,1,4
1775,M,25,4,70115,48,1254,72,4,1
1776,M,25,0,45801,5,3356,9,1,3
1777,M,25,20,17022,47,3523,43,4,2
1778,M,18,4,94704,40,2823,95,1,7
1779,M,18,1,78133,87,38,84,8,0
1780,M,35,1,22181,25,2481,61,2,6
1781,F,35,0,08009,5,2443,33,4,9
1782,M,45,0,23454,23,3895,63,1,2
1783,M,18,4,10027,9,2717,88,9,6
1784,M,18,20,18104,77,3013,85,2,5
1785,M,18,4,04901,19,2893,81,8,7
1786,M,45,1,85721,18,1768,82,9,5
1787,M,18,8,90210,85,3370,81,1,5
1788,M,45,2,19104,92,1119,43,0,1
1789,M,1,10,19116,53,990,21,5,7
1790,M,25,0,19152,64,1878,52,1,8
1791,M,18,4,19146,11,2765,85,3,6
1792,F,25,2,53523,83,988,51,3,6
1793,M,25,4,20008,84,1945,65,7,8
1794,M,25,11,20878,17,1097,13,4,9
1795,M,18,17,20724,1,1584,26,8,0
1796,M,50,11,20852,87,2615,20,6,2
1797,M,35,7,52003,32,1013,94,9,7
1798,M,45,11,22204,11,1910,69,7,2
1799,M,35,11,70118,20,1491,61,3,5
1800,M,18,4,70118,30,3091,38,0,8
1801,F,25,6,54729,49,2972,90,9,7
1802,M,18,4,22903,24,2583,45,1,0
1803,M,25,2,50021,24,509,83,2,9
1804,M,25,7,22314,80,1917,86,1,9
1805,M,18,4,22401,39,3161,46,8,4
1806,M,18,4,22032,53,1466,16,5,7
1807,M,18,17,20742,25,809,55,0,9
1808,F,18,4,22031,0,2908,46,1,1
1809,F,25,14,12189,53,586,66,7,7
1810,M,50,13,90210,9,2424,44,3,8
1811,M,56,2,08825,55,480,87,5,4
1812,F,25,12,48103,45,401,14,2,9
1813,F,35,6,90035,69,1521,78,2,2
1814,M,50,7,10014,62,41,82,0,0
1815,M,1,1,30707,46,2785,87,9,5
1816,F,35,9,56007,32,2709,91,4,8
1817,M,35,1,53706,52,2037,36,8,8
1818,M,1,8,02254,92,3245,23,6,6
1819,F,35,12,45249,35,3116,97,9,0
1820,M,25,20,50265,4,2661,51,4,9
1821,M,25,20,43315,32,3448,36,4,9
1822,F,25,0,53713,1,2449,33,1,6
1823,F,35,1,92801,47,1512,77,7,5
1824,F,18,4,43560,15,2807,72,9,4
1825,M,25,7,50310,97,1427,79,9,4
1826,M,45,11,49265,7,313,8,7,2
1827,F,25,1,07721,17,1224,90,0,2
1828,M,18,4,07030,34,1155,56,9,7
1829,M,25,16,07302,5,3573,87,1,1
1830,M,18,4,12180,48,90,65,2,4
1831,M,18,4,53190,93,2676,57,5,2
1832,F,18,4,14433,4,3430,28,7,4
1833,M,18,17,07030,3,1327,53,9,9
1834,M,35,5,10990,92,1423,98,4,3
1835,M,25,19,11501,44,2621,44,4,6
1836,M,25,0,10016,58,967,91,9,5
1837,M,25,2,08817,3,1408,69,8,5
1838,M,35,7,10011,95,2302,6,4,5
1839,M,18,4,07940,42,2446,9,6,6
1840,M,25,12,11217,80,3683,81,5,0
1841,M,18,0,95037,24,1253,30,7,4
1842,M,18,4,53190,96,2234,32,7,3
1843,M,25,12,10014,81,376,51,6,8
1844,F,18,4,53711,92,865,81,0,0
1845,M,25,2,10002,61,1780,88,6,2
1846,M,45,12,95051,57,2521,46,9,6
1847,M,18,4,60047,93,557,48,3,7
1848,M,35,5,10011,62,1340,17,2,4
1849,M,35,7,11747,41,1359,54,4,2
1850,M,18,5,12582,47,804,86,9,4
1851,M,25,19,59602,19,289,19,2,5
1852,M,25,12,10036,41,3164,44,3,0
1853,M,50,0,90803,97,2234,24,0,6
1854,M,25,0,92346,90,2788,26,4,5
1855,M,18,4,93004,61,202,0,0,2
1856,M,56,7,92065,88,123,22,3,3
1857,M,1,10,92106,41,840,5,7,8
1858,F,18,4,59715,38,826,68,6,6
1859,F,25,4,66049,100,547,58,9,8
1860,M,56,16,94591,24,1044,80,7,2
1861,M,50,16,92129,29,1685,36,6,4
1862,M,50,14,95129,62,792,10,8,1
1863,M,18,4,90048,18,3138,19,1,1
1864,M,35,7,94306,59,2093,63,4,0
1865,F,18,1,94606,53,3345,64,8,1
1866,M,25,7,94043,44,3578,5,8,7
1867,M,50,7,95008,9,2779,89,9,7
1868,M,50,11,92346,43,3277,65,7,1
1869,M,45,14,95148,17,2839,27,4,7
1870,M,56,13,85248,43,1487,28,0,8
1871,F,45,1,46774,38,270,53,8,2
1872,M,50,20,92106,42,922,42,5,5
1873,M,35,7,02127,32,3585,0,7,7
1874,M,45,7,95076,5,2501,24,8,7
1875,M,35,12,94107,88,1889,19,8,0
1876,M,25,12,92024,60,2729,23,7,0
1877,F,45,20,90069,97,2617,5,5,7
1878,M,1,10,92846,50,2259,70,6,7
1879,M,25,4,29732,68,509,79,0,9
1880,M,35,0,91006,64,2061,58,1,6
1881,M,35,2,95008,48,2268,77,4,7
1882,M,35,16,92352,79,2585,14,6,3
1883,F,50,0,94521,22,2360,87,3,2
1884,M,45,20,93108,23,732,60,7,4
1885,M,50,17,94611,56,785,7,0,4
1886,M,25,12,94086,15,1599,70,9,1
1887,M,56,15,92119,92,2022,29,4,8
1888,M,35,12,95124,10,2649,35,7,2
1889,M,18,14,80023,76,425,98,2,6
1890,M,50,6,94702,55,2354,83,3,2
1891,M,45,1,91335,15,3432,97,4,0
1892,M,25,20,90066,8,1214,64,7,8
1893,F,35,0,90024,35,2803,48,2,9
1894,F,35,7,94602,52,2524,44,0,3
1895,M,35,14,89119,78,3637,62,3,9
1896,M,56,13,92115,18,2561,90,0,1
1897,F,50,2,94530,58,380,93,8,5
1898,M,25,12,91101,1,3367,45,0,1
1899,F,45,6,02135,79,2730,77,1,3
1900,M,56,12,94109,12,1073,50,3,8
1901,M,50,7,94024,63,2430,57,8,2
1902,M,25,19,93536,42,2424,53,2,8
1903,M,35,0,90401,37,3675,98,2,5
1904,M,18,1,30115,71,2685,70,4,8
1905,F,35,20,94118,30,2044,57,5,5
1906,F,25,5,91311,52,1428,25,8,4
1907,M,35,17,94804,50,2138,6,1,0
1908,M,56,13,95129,88,3533,67,7,0
1909,M,18,4,89146,75,75,79,1,3
1910,M,1,10,94707,18,3451,68,2,2
1911,F,18,4,92805,18,777,93,4,3
1912,M,25,4,91325,74,2853,64,0,3
1913,M,25,17,95126,5,602,37,3,4
1914,F,35,14,95051,41,3292,5,6,5
1915,M,50,13,01938,60,2265,69,1,3
1916,M,45,7,90405,86,118,73,0,2
1917,M,18,10,92704,47,3276,67,8,7
1918,F,45,6,95209,51,178,88,3,6
1919,M,1,0,94525,97,839,58,0,3
1920,F,35,7,80122,49,2584,8,9,9
1921,M,56,12,92780,12,1974,49,4,9
1922,F,25,7,94303,33,112,21,5,2
1923,M,35,7,90026,51,1849,93,7,6
1924,F,56,6,90630,56,2812,80,1,8
1925,M,50,7,92886,18,940,41,8,1
1926,F,1,0,95404,17,889,74,9,8
1927,M,35,7,94806,65,1713,62,3,7
1928,M,1,10,94501,74,2788,23,6,1
1929,F,1,10,91107,88,3512,67,7,7
1930,M,25,15,94550,82,1861,74,2,7
1931,M,25,2,94114,80,1764,84,6,3
1932,M,25,7,94114,6,1737,66,1,1
1933,M,18,19,94703,51,2347,9,7,4
1934,M,25,17,95014,85,2012,44,8,1
1935,M,1,10,90405,0,3647,66,0,4
1936,M,35,0,90026,15,2012,62,1,9
1937,M,25,11,92335,6,1039,38,4,3
1938,F,25,2,91351,3,683,31,0,4
1939,F,35,2,94930,36,167,83,0,3
1940,M,25,12,95158,16,1116,48,2,7
1941,M,35,17,94550,8,3892,24,0,8
1942,M,35,5,04901,53,816,38,1,3
1943,M,18,4,91501,28,419,45,2,8
1944,F,18,4,93107,3,1795,84,0,7
1945,M,25,20,92866,46,353,51,8,9
1946,M,25,14,94110,63,2860,47,4,0
1947,M,25,7,94041,35,2313,77,8,6
1948,M,1,10,93111,34,1817,65,4,9
1949,M,18,17,92595,79,2036,35,2,7
1950,M,25,12,49024,84,2152,36,9,8
1951,F,18,4,90630,15,901,93,8,0
1952,M,35,1,91030,34,2792,30,8,7
1953,F,25,2,94566,36,1372,98,0,4
1954,M,25,16,91402,12,3312,8,2,1
1955,M,1,19,03109,65,2996,81,3,7
1956,M,35,0,44280,93,3474,43,1,3
1957,F,18,4,23185,47,159,82,0,7
1958,F,25,1,17055,26,1515,10,4,6
1959,F,50,13,53092,16,1392,68,8,3
1960,M,45,7,55555,44,2187,42,5,9
1961,F,50,3,91911,66,2516,92,8,5
1962,F,18,1,60914,67,1835,52,7,9
1963,F,50,9,91941,95,1643,48,9,8
1964,F,25,6,89523,58,887,69,1,8
1965,M,56,17,48304,5,1629,3,5,9
1966,M,25,20,93637,37,1016,90,5,4
1967,M,50,7,92116,91,185,52,6,8
1968,M,25,11,85258,55,1976,91,4,7
1969,F,25,3,92116,12,463,47,8,4
1970,M,50,13,89052,10,585,3,9,2
1971,F,25,14,80230,53,2104,22,2,2
1972,M,45,17,92111,8,131,19,3,7
1973,M,25,1,22903,12,319,80,2,0
1974,M,35,17,12159,31,1377,88,5,4
1975,M,18,4,97361,45,1569,44,4,6
1976,M,35,5,58703,98,3701,10,4,9
1977,M,56,6,02726,34,438,69,9,4
1978,M,1,10,43357,45,3877,11,0,4
1979,M,56,17,49506,81,1795,1,9,4
1980,M,35,7,06460,58,1320,2,6,3
1981,M,56,1,80303,35,3293,98,3,1
1982,M,1,10,80540,33,3475,56,3,2
1983,M,25,14,92109,67,139,72,2,6
1984,M,18,10,92130,98,1594,58,4,5
1985,M,45,12,92122,78,2623,90,4,9
1986,M,50,13,91977,91,3513,51,5,3
1987,M,25,17,62629,74,438,56,5,0
1988,F,25,1,85224,66,2256,39,3,8
1989,M,50,6,02090,40,2637,78,1,8
1990,M,25,7,85257,65,2902,5,2,9
1991,M,25,20,48309,85,3155,72,3,4
1992,M,18,4,85259,38,1207,35,4,0
1993,M,35,17,99508,89,3589,24,4,2
1994,M,35,2,89012,58,1829,58,5,6
1995,M,25,1,85364,5,3215,62,6,5
1996,M,35,0,85621,90,1890,65,4,3
1997,M,25,0,84108,4,3869,96,9,2
1998,F,50,9,24018,56,1058,29,3,2
1999,F,35,3,02113,33,181,84,8,2
2000,M,18,4,44685,99,30,17,9,7
2001,M,50,1,48197,71,46,33,3,8
2002,F,56,13,02136-1522,67,2976,97,3,9
2003,M,1,10,80014,28,304,49,3,7
2004,M,45,19,53572,52,2311,34,0,3
2005,M,18,4,58601,35,3466,31,0,3
2006,M,35,0,66048,11,3676,96,2,0
2007,M,50,16,80442,26,2712,37,2,0
2008,M,25,3,48220,7,3467,38,6,1
2009,F,35,7,60625,91,515,97,5,7
2010,M,18,4,81520,53,1727,92,9,8
2011,F,35,3,01545,66,2619,90,2,8
2012,M,25,4,49456,0,3067,60,9,7
2013,M,45,0,60543,55,3905,72,1,7
2014,M,18,4,53233,7,1899,90,5,1
2015,M,18,4,01003,94,2637,9,4,6
2016,F,56,2,20783,2,2039,81,2,5
2017,M,25,17,35808,63,1329,23,5,9
2018,M,35,16,46214,24,2562,95,4,9
2019,M,50,1,27705,69,2893,55,4,7
2020,M,25,7,45011,32,1517,83,1,8
2021,M,25,0,61364,19,3203,21,7,4
2022,M,25,7,60137,33,2680,54,0,1
2023,M,18,4,56001,38,765,96,9,3
2024,M,1,19,06614,21,3487,82,0,1
2025,M,56,13,03440,18,3930,57,8,6
2026,M,50,16,49277,48,2981,66,2,4
2027,F,25,9,48021,18,1979,56,5,7
2028,M,45,6,44131,4,3906,13,7,6
2029,F,25,12,10011,39,2750,80,7,0
2030,M,25,4,77345,47,1536,78,7,4
2031,M,35,20,60640,48,3694,39,5,7
2032,M,50,14,44614,21,2826,40,2,9
2033,F,45,20,91436,1,890,64,4,3
2034,F,45,2,01851,73,3901,66,6,7
2035,F,18,0,45212,15,1942,29,9,5
2036,F,25,14,90046,74,369,89,5,0
2037,M,56,14,02468,4,2421,76,9,1
2038,F,45,1,33301,46,1696,74,9,7
2039,M,50,16,60060,22,996,24,0,3
2040,F,25,7,02494,53,2833,21,9,7
2041,F,25,20,24015,78,3289,43,5,7
2042,M,1,10,79358,21,1650,47,5,9
2043,M,25,14,37931,57,414,79,9,0
2044,F,45,0,49408,93,3064,29,2,9
2045,F,1,0,24179,80,1059,28,2,7
2046,M,35,1,91711,3,2795,20,7,6
2047,M,1,10,06437,11,3437,17,0,5
2048,M,50,6,49456,4,2183,89,5,2
2049,F,50,0,13210,95,2149,59,4,7
2050,F,35,3,99504,16,2827,35,3,2
2051,M,35,7,93906,35,270,19,2,7
2052,M,1,10,46033,63,1,38,2,2
2053,M,45,11,06416,2,1174,81,7,0
2054,M,25,12,03110,19,1552,48,1,3
2055,M,50,11,49008,17,1123,95,2,1
2056,M,25,4,56301,53,2825,79,5,8
2057,M,35,1,49417,80,3303,53,2,5
2058,F,56,1,06437,19,2188,37,8,1
2059,M,35,0,44130,29,3732,8,3,3
2060,M,1,1,48304,29,3571,75,9,4
2061,M,56,1,44107,77,2752,95,6,9
2062,M,18,4,44646,2,989,40,8,4
2063,M,25,4,43138,76,3234,48,3,0
2064,M,35,1,01020,59,1852,95,0,5
2065,M,25,6,46807,97,1146,19,5,2
2066,F,25,6,53202,96,526,28,1,0
2067,M,50,16,06430,24,1245,70,9,2
2068,F,35,12,43528,66,406,33,9,2
2069,M,56,15,79068,61,2027,78,7,3
2070,F,35,6,13210,25,2136,28,8,3
2071,M,45,7,01605,97,1662,19,4,7
2072,F,50,12,21133,18,2205,57,5,0
2073,F,18,4,13148,80,1492,6,6,0
2074,M,18,4,48197,81,2419,10,2,6
2075,F,25,4,13210,70,153,48,9,2
2076,M,18,4,13165,78,3020,38,5,3
2077,M,18,0,55112,72,96,70,1,5
2078,M,18,4,13323,68,3301,46,7,7
2079,M,1,10,45241,36,3469,5,2,1
2080,M,25,11,37931,78,1489,30,7,3
2081,M,18,17,49445,1,2457,82,8,6
2082,M,1,19,48323,77,2468,61,3,9
2083,M,18,4,64920,40,3437,34,4,1
2084,M,18,4,23186,60,2881,78,3,1
2085,M,18,0,06360,44,1503,25,3,9
2086,M,35,14,48328,36,2551,97,9,9
2087,M,25,0,37923-3112,96,500,75,5,5
2088,M,50,7,60618,45,722,68,9,3
2089,M,35,17,17601,57,675,99,1,4
2090,M,35,17,48313,48,1652,27,6,2
2091,F,35,20,48044,85,2425,5,1,3
2092,M,56,1,49006,68,2612,4,3,8
2093,M,18,0,48322,32,1894,95,0,6
2094,M,35,2,60061,78,927,28,8,0
2095,M,56,13,58504,91,3849,8,7,2
2096,F,25,17,33990,92,588,90,3,0
2097,M,18,5,48504,77,1847,0,4,2
2098,M,35,20,48067,35,2029,67,3,2
2099,F,18,0,48823,82,3178,42,2,7
2100,F,25,0,24017,99,1729,56,9,4
2101,M,25,16,48309,22,3571,7,3,9
2102,M,25,11,48825,19,3263,1,3,6
2103,M,35,12,03062,15,3790,92,9,1
2104,M,45,15,60035,5,473,17,8,6
2105,M,25,1,24060,91,2313,51,8,2
2106,F,18,20,495321,98,3903,9,0,1
2107,M,25,1,24060,47,1413,13,0,7
2108,M,1,10,60462,9,2231,31,6,1
2109,M,25,16,13090,53,1747,57,6,1
2110,M,50,11,46802,96,1331,72,5,8
2111,M,56,13,32806,21,639,94,2,3
2112,F,45,12,23116,69,1820,28,7,5
2113,M,25,6,04456,42,2282,40,7,4
2114,M,18,18,21740,19,2366,53,6,9
2115,M,35,17,01519,35,151,51,8,5
2116,M,18,4,49546,21,2850,51,1,2
2117,M,56,13,49307,40,2214,11,8,5
2118,M,25,14,02148,86,2021,38,9,4
2119,M,35,4,10036,79,3165,11,6,9
2120,M,1,0,02780,34,1877,28,8,6
2121,M,56,13,02356,73,3170,13,3,8
2122,M,35,12,61614,34,3187,48,2,3
2123,F,35,0,13064,4,629,57,1,7
2124,M,25,0,12306,20,3524,68,9,1
2125,M,35,3,46033,21,6,83,1,1
2126,M,56,14,02632,43,2883,60,3,1
2127,M,18,4,12309,39,3944,32,8,9
2128,F,45,1,46737,39,3138,60,8,3
2129,M,25,5,04103,0,2005,17,2,6
2130,M,45,0,03060,66,1406,80,0,4
2131,M,25,0,01701,77,3759,68,6,6
2132,M,56,14,02632,50,3276,76,6,4
2133,F,1,10,01607,0,1427,18,0,1
2134,M,18,10,02780,34,2849,79,0,5
2135,M,50,1,01778,53,2171,46,5,4
2136,M,35,18,13027,93,2010,68,7,0
2137,F,1,10,00681,91,204,85,7,4
2138,F,18,4,88119,74,1463,70,0,5
2139,F,50,3,33615,50,2902,71,1,1
2140,M,45,14,46804,40,2426,63,9,3
2141,F,50,16,48706,70,116,82,3,5
2142,F,45,14,46804,12,3569,36,3,1
2143,M,18,4,32607,58,3163,58,8,3
2144,M,18,0,46517,80,2318,5,0,0
2145,M,18,10,32750,76,1219,52,9,0
2146,M,18,2,96002,20,1267,41,8,2
2147,F,18,0,60641,65,3673,34,4,9
2148,F,18,0,81301,36,2850,90,4,6
2149,M,25,0,60089,38,2147,34,7,8
2150,F,18,4,22904,81,1852,41,6,0
2151,M,56,13,33316,69,707,9,0,5
2152,M,18,4,22807,11,1522,2,3,1
2153,M,18,16,97405,88,85,4,9,1
2154,M,25,12,68508,8,1664,54,0,2
2155,F,1,10,50246,87,2315,90,5,2
2156,M,18,19,55912,19,2897,93,6,5
2157,F,18,3,45244,76,223,86,8,7
2158,M,25,12,60618,48,2430,90,2,4
2159,F,50,14,60618,54,1242,31,6,0
2160,F,18,19,46556,33,1879,89,1,1
2161,F,35,2,95521,82,3009,28,3,4
2162,F,1,10,35810,89,446,51,1,6
2163,M,18,0,87122,9,2470,61,9,4
2164,M,35,0,95826,28,320,26,1,6
2165,M,25,7,32836,100,1268,9,8,1
2166,M,1,10,99203,5,1171,83,1,3
2167,F,25,6,95833,15,1811,77,1,0
2168,M,1,10,60202,77,3198,41,6,9
2169,M,1,0,95451,27,3383,43,4,8
2170,F,50,16,99114,46,1238,93,7,2
2171,M,35,0,48103,27,2832,18,8,1
2172,M,18,20,60641,56,2109,36,7,8
2173,M,50,13,87502,58,3462,4,4,0
2174,M,50,12,87505,61,2018,61,7,1
2175,M,25,4,99217,52,2066,58,5,2
2176,M,1,19,73505,55,2122,54,7,1
2177,F,35,20,95451,49,2947,55,2,0
2178,M,45,14,85251,37,1010,12,7,4
2179,F,25,0,28304,96,2798,88,7,1
2180,M,25,12,27713-9225,19,1771,81,1,9
2181,M,25,0,45245,44,1022,25,1,1
2182,F,25,4,60443,57,3692,31,6,8
2183,F,56,1,11795,81,1016,50,3,9
2184,M,18,4,45403,75,892,67,6,4
2185,M,45,17,27502,89,183,81,6,2
2186,M,18,5,41018,27,115,6,5,4
2187,M,45,16,60126,90,2202,40,9,1
2188,F,18,19,60641,2,1857,8,4,0
2189,M,1,10,60148,50,2201,83,3,0
2190,F,25,15,27603,98,1252,79,1,6
2191,M,18,4,45231,59,1130,51,6,9
2192,F,25,0,27713,48,595,68,3,5
2193,M,1,10,41011,23,329,18,0,0
